Name,periods,buses,lines,conductors,subs_hv,subs_mv,SetUnion_OrderedSet,Value
subs_hv_Q,26.0,,,,1.0,,,0.0
subs_hv_Q,27.0,,,,0.0,,,0.037188323080510684
subs_hv_Q,27.0,,,,1.0,,,0.0
subs_hv_Q,28.0,,,,0.0,,,0.03923266756774108
subs_hv_Q,28.0,,,,1.0,,,0.0
subs_hv_Q,29.0,,,,0.0,,,0.04376687575061864
subs_hv_Q,29.0,,,,1.0,,,0.0
subs_hv_Q,30.0,,,,0.0,,,0.038627189936468395
subs_hv_Q,30.0,,,,1.0,,,0.0
subs_hv_Q,31.0,,,,0.0,,,0.03865566294241285
subs_hv_Q,31.0,,,,1.0,,,0.0
subs_hv_Q,32.0,,,,0.0,,,0.040315422041440604
subs_hv_Q,32.0,,,,1.0,,,0.0
subs_hv_Q,33.0,,,,0.0,,,0.043319669567290275
subs_hv_Q,33.0,,,,1.0,,,0.0
